a	ա	76
acakan	ածական	27
aciluac	ածիլուած	15
afiwner	աֆիշները	15
afiwnere	աֆիշները	15
afiwneru	աֆիշները	15
afiwnery	աֆիշները	15
ah	ահ	58
aha	ահա	98
ahakin	ահագին	32
ahaknanay	ահագնանայ	15
ahaknutyun	ահագնութիւնը	16
ahaknutyune	ահագնութիւնը	16
ahaknutyunu	ահագնութիւնը	16
ahaknutyuny	ահագնութիւնը	16
ahapekac	ահաբեկած	17
ahapeke	ահաբեկէ	5
ahapekec	ահաբեկեց	6
ahapekeci	ահաբեկեցի	5
ahapekecir	ահաբեկեցիր	4
ahapekel	ահաբեկել	20
ahapekel	ահաբեկելը	5
ahapekele	ահաբեկելը	5
ahapekelik	ահաբեկելիք	4
ahapekeln	ահաբեկելն	5
ahapekelu	ահաբեկելը	5
ahapekelu	ահաբեկելու	4
ahapekely	ահաբեկելը	5
ahapekem	ահաբեկեմ	4
ahapeker	ահաբեկեր	5
ahapekoq	ահաբեկող	4
aharku	ահարկու	18
aharonyan	ահարոնեան	26
aharonyan	ահարոնեանը	23
aharonyane	ահարոնեանը	23
aharonyani	ահարոնեանի	21
aharonyanin	ահարոնեանին	7
aharonyann	ահարոնեանն	9
aharonyanner	ահարոնեաններ	6
aharonyanner	ահարոնեանները	5
aharonyannere	ահարոնեանները	5
aharonyannern	ահարոնեաններն	5
aharonyanneru	ահարոնեանները	5
aharonyanneru	ահարոնեաններու	4
aharonyannery	ահարոնեանները	5
aharonyanu	ահարոնեանը	23
aharonyany	ահարոնեանը	23
ahavasik	ահաւասիկ	72
ahavor	ահաւոր	72
ahazank	ահազանգ	64
ahazank	ահազանգը	32
ahazanke	ահազանգը	32
ahazanke	ահազանգէ	9
ahazanken	ահազանգէն	8
ahazanker	ահազանգեր	13
ahazanker	ահազանգերը	11
ahazankere	ահազանգերը	11
ahazankere	ահազանգերէ	5
ahazankeren	ահազանգերէն	4
ahazankern	ահազանգերն	11
ahazankerov	ահազանգերով	4
ahazankeru	ահազանգերը	11
ahazankeru	ահազանգերու	10
ahazankerun	ահազանգերուն	9
ahazankery	ահազանգերը	11
ahazanki	ահազանգի	30
ahazankin	ահազանգին	15
ahazankis	ահազանգիս	5
ahazankit	ահազանգիդ	4
ahazankn	ահազանգն	32
ahazankner	ահազանգներ	13
ahazankner	ահազանգները	11
ahazanknere	ահազանգները	11
ahazanknere	ահազանգներէ	5
ahazankneren	ահազանգներէն	4
ahazanknern	ահազանգներն	11
ahazanknerov	ահազանգներով	4
ahazankneru	ահազանգները	11
ahazankneru	ահազանգներու	10
ahazanknerun	ահազանգներուն	9
ahazanknery	ահազանգները	11
ahazankov	ահազանգով	8
ahazanks	ահազանգս	7
ahazankt	ահազանգդ	5
ahazanku	ահազանգը	32
ahazanky	ահազանգը	32
aheq	ահեղ	32
aheq	ահեղը	6
aheqe	ահեղը	6
aheqi	ահեղի	5
aheqin	ահեղին	4
aheqn	ահեղն	6
aheqner	ահեղներ	4
ahequ	ահեղը	6
aheqy	ահեղը	6
ahreli	ահռելի	49
aj	աջ	85
aj	աճը	31
aj	աճ	10
ajac	աճած	9
ajakcac	աջակցած	5
ajakce	աջակցէ	4
ajakcecan	աջակցեցան	12
ajakcecar	աջակցեցար	4
ajakcecav	աջակցեցաւ	6
ajakcecay	աջակցեցայ	5
ajakcelik	աջակցելիք	4
ajakcelov	աջակցելով	7
ajakcelu	աջակցելու	4
ajakcer	աջակցեր	5
ajakci	աջակցի	5
ajakcil	աջակցիլ	6
ajakcil	աջակցիլը	5
ajakcile	աջակցիլը	5
ajakciln	աջակցիլն	5
ajakcilu	աջակցիլը	5
ajakcily	աջակցիլը	5
ajakcim	աջակցիմ	4
ajakcin	աջակցին	11
ajakcir	աջակցիր	4
ajakcoq	աջակցող	4
ajakcutene	աջակցութենէ	8
ajakcutenen	աջակցութենէն	6
ajakcutyamp	աջակցութեամբ	25
ajakcutyan	աջակցութեան	36
ajakcutyanc	աջակցութեանց	9
